Bank Branch,Credit Verification Status,Default Flag,Description,Grade,Late Payment Flag,Loan Id,Loan Status,Loan SubType,Loan Type,Member Id,Origination Date,State,Sub Grade,Zip Code,Amort Term,Deposit Balance Month End,FICO Score,Interest Rate,IR,Origination Amount,Received Principal
450,Not Verified,,Feb 30 Day,A,On-Time,69794,Current,Commercial real estate,Business Banking,57926290,2/8/2016 12:00:00 AM,NV,A2,89121,465,0,604,8.45,0.0845,234000,232247.78
450,Not Verified,,Feb 30 Day,A,On-Time,70550,Current,Commercial real estate,Business Banking,55407783,4/2/2019 12:00:00 AM,NV,A2,89102,480,0,602,9.025,0.09025,320000,316474.57
450,Not Verified,,Feb 30 Day,A,On-Time,70081,Current,Commercial real estate,Business Banking,59902321,5/19/2017 12:00:00 AM,NY,A2,14120,180,0,674,8.79,0.0879,96000,29925.47
450,Not Verified,,Feb 30 Day,A,On-Time,29112,Current,Commercial real estate,Business Banking,61201148,2/7/2018 12:00:00 AM,NY,A2,11421,180,0,758,6.625,0.06625,110000,100759.2
450,Not Verified,,Feb 30 Day,A,On-Time,69834,Current,Commercial real estate,Business Banking,57944129,2/10/2016 12:00:00 AM,NY,A2,12166,354,0,531,6,0.06,143673,141604.24
450,Not Verified,,Feb 30 Day,A,On-Time,37503,Current,Commercial real estate,Business Banking,61240977,2/8/2018 12:00:00 AM,NY,A2,13440,360,0,626,9.625,0.09625,10625,10526.69
450,Not Verified,,Feb 30 Day,A,On-Time,70672,Current,Commercial real estate,Business Banking,55408694,4/4/2019 12:00:00 AM,NY,A2,12185,360,0,681,7.39,0.0739,129600,128059.71
450,Not Verified,,Feb 30 Day,A,On-Time,68636,Current,Commercial real estate,Business Banking,59642844,1/20/2017 12:00:00 AM,NY,A2,11235,464,0,659,7.5,0.075,748000,741616.19
450,Not Verified,,Feb 30 Day,A,On-Time,69621,Current,Commercial real estate,Business Banking,57945161,2/11/2016 12:00:00 AM,NY,A2,11435,469,0,602,9.775,0.09775,400000,398614.54
450,Not Verified,,Feb 30 Day,A,On-Time,69671,Current,Commercial real estate,Business Banking,57954527,2/12/2016 12:00:00 AM,NY,A2,12304,471,0,478,9.8,0.098,86450,86186.06
450,Not Verified,,Feb 30 Day,A,On-Time,70083,Current,Commercial real estate,Business Banking,59911838,5/20/2017 12:00:00 AM,OH,A2,44138,240,0,652,9.25,0.0925,59605.1,48015.52
450,Not Verified,,Feb 30 Day,A,On-Time,70056,Current,Commercial real estate,Business Banking,57965028,2/14/2016 12:00:00 AM,OH,A2,43209,343,0,0,9.2,0.092,270000,266124.08
450,Not Verified,,Feb 30 Day,A,On-Time,69495,Current,Commercial real estate,Business Banking,57954864,2/13/2016 12:00:00 AM,OH,A2,43605,348,0,538,9.4,0.094,72050,71269.54
450,Not Verified,,Feb 30 Day,A,On-Time,70199,Current,Commercial real estate,Business Banking,55409793,4/6/2019 12:00:00 AM,OH,A2,45661,360,0,613,7.5,0.075,60775,59918.47
450,Not Verified,,Feb 30 Day,A,On-Time,70169,Current,Commercial real estate,Business Banking,55409753,4/5/2019 12:00:00 AM,OH,A2,43119,360,0,707,6.75,0.0675,180000,174681.09
450,Not Verified,,Feb 30 Day,A,On-Time,70111,Current,Commercial real estate,Business Banking,55416157,4/7/2019 12:00:00 AM,OK,A2,74033,180,0,527,10.9,0.109,40000,24451.2
450,Not Verified,,Feb 30 Day,A,On-Time,70168,Current,Commercial real estate,Business Banking,55416747,4/8/2019 12:00:00 AM,OK,A2,74066,360,0,590,6.99,0.0699,89760,87175.09
450,Not Verified,,Feb 30 Day,A,On-Time,69973,Current,Commercial real estate,Business Banking,57965641,2/15/2016 12:00:00 AM,OK,A2,74501,469,0,553,9.05,0.0905,95400,94988.56
450,Not Verified,,Feb 30 Day,A,On-Time,69213,Current,Commercial real estate,Business Banking,57974130,2/16/2016 12:00:00 AM,OR,A2,97114,304,0,616,7.75,0.0775,160500,151556.71
450,Not Verified,,Feb 30 Day,A,On-Time,20939,Current,Commercial real estate,Business Banking,61241136,2/9/2018 12:00:00 AM,OR,A2,97603,360,0,667,9.875,0.09875,41200,40835.16
450,Not Verified,,Feb 30 Day,A,On-Time,34361,Current,Commercial real estate,Business Banking,61281286,2/10/2018 12:00:00 AM,OR,A2,97266,360,0,759,9.125,0.09125,51000,49356.99
450,Not Verified,,Feb 30 Day,A,On-Time,70353,Current,Commercial real estate,Business Banking,59921844,5/21/2017 12:00:00 AM,PA,A2,18360,240,0,587,5.99,0.0599,185000,163824.67
450,Not Verified,,Feb 30 Day,A,On-Time,68472,Current,Commercial real estate,Business Banking,64866403,2/2/2016 12:00:00 AM,PA,A2,15210,262,0,529,11,0.11,66653,63616.62
450,Not Verified,,Feb 30 Day,A,On-Time,68455,Current,Commercial real estate,Business Banking,64822403,1/6/2016 12:00:00 AM,PA,A2,16441,273,0,541,10.99,0.1099,114478,110234.86
450,Not Verified,,Feb 30 Day,A,On-Time,68607,Current,Commercial real estate,Business Banking,64823261,1/7/2016 12:00:00 AM,PA,A2,17074,344,0,560,9.8,0.098,112500,111129.32
450,Not Verified,,Feb 30 Day,A,On-Time,28320,Current,Commercial real estate,Business Banking,61291000,2/11/2018 12:00:00 AM,PA,A2,17201,360,0,621,12.875,0.12875,13500,13429.56
450,Not Verified,,Feb 30 Day,A,On-Time,5377,Current,Commercial real estate,Business Banking,53855175,8/3/2018 12:00:00 AM,PA,A2,19123,360,0,757,8,0.08,72000,53704.36
450,Not Verified,,Feb 30 Day,A,On-Time,40185,Current,Commercial real estate,Business Banking,63426810,5/14/2019 12:00:00 AM,RI,A2,28180,180,0,735,7.375,0.07375,163300,160803.68
450,Not Verified,,Feb 30 Day,A,On-Time,68458,Current,Commercial real estate,Business Banking,57975485,2/17/2016 12:00:00 AM,SC,A2,29503,83,0,504,13.5,0.135,20000,16151.93
450,Not Verified,,Feb 30 Day,A,On-Time,69462,Current,Commercial real estate,Business Banking,57984645,2/18/2016 12:00:00 AM,SC,A2,29492,305,0,571,11.25,0.1125,90000,86635.94
450,Not Verified,,Feb 30 Day,A,On-Time,70277,Current,Commercial real estate,Business Banking,55418248,4/9/2019 12:00:00 AM,TN,A2,37205,360,0,547,12.2,0.122,297499.92,0
450,Not Verified,,Feb 30 Day,A,On-Time,70218,Current,Commercial real estate,Business Banking,55426642,4/10/2019 12:00:00 AM,TN,A2,37923,360,0,574,10.1,0.101,159300,156433.47
450,Not Verified,,Feb 30 Day,A,On-Time,23318,Current,Commercial real estate,Business Banking,61291295,2/12/2018 12:00:00 AM,TX,A2,76179,180,0,727,7.875,0.07875,45425,44601.19
450,Not Verified,,Feb 30 Day,A,On-Time,28704,Current,Commercial real estate,Business Banking,64557151,7/13/2019 12:00:00 AM,TX,A2,77072,180,0,748,7.875,0.07875,13900,13079.86
450,Not Verified,,Feb 30 Day,A,On-Time,39783,Current,Commercial real estate,Business Banking,54117983,10/21/2018 12:00:00 AM,TX,A2,77407,180,0,750,7.625,0.07625,35125,34613.21
450,Not Verified,,Feb 30 Day,A,On-Time,29759,Current,Commercial real estate,Business Banking,64557971,7/15/2019 12:00:00 AM,TX,A2,77539,180,0,792,7.625,0.07625,39976,38168.31
450,Not Verified,,Feb 30 Day,A,On-Time,69118,Current,Commercial real estate,Business Banking,59693082,3/2/2017 12:00:00 AM,TX,A2,77060,185,0,654,7.75,0.0775,69900,60420.03
450,Not Verified,,Feb 30 Day,A,On-Time,69239,Current,Commercial real estate,Business Banking,58004763,2/21/2016 12:00:00 AM,TX,A2,76543,305,0,559,9,0.09,56240,53529.89
450,Not Verified,,Feb 30 Day,A,On-Time,68739,Current,Commercial real estate,Business Banking,57984783,2/20/2016 12:00:00 AM,TX,A2,75034,335,0,763,6.25,0.0625,359000,339300.18
450,Not Verified,,Feb 30 Day,A,On-Time,69768,Current,Commercial real estate,Business Banking,58006361,2/22/2016 12:00:00 AM,TX,A2,78407,343,0,552,11.3,0.113,50000,49531.56
450,Not Verified,,Feb 30 Day,A,On-Time,68923,Current,Commercial real estate,Business Banking,64875048,2/6/2016 12:00:00 AM,TX,A2,75040,344,0,615,8.72,0.0872,150100,147830.39
450,Not Verified,,Feb 30 Day,A,On-Time,69719,Current,Commercial real estate,Business Banking,57984778,2/19/2016 12:00:00 AM,TX,A2,78368,348,0,596,6.875,0.06875,80650,79218.37
450,Not Verified,,Feb 30 Day,A,On-Time,69745,Current,Commercial real estate,Business Banking,59693912,3/3/2017 12:00:00 AM,TX,A2,77339,349,0,621,7,0.07,127000,124914.61
450,Not Verified,,Feb 30 Day,A,On-Time,69843,Current,Commercial real estate,Business Banking,59700327,3/4/2017 12:00:00 AM,TX,A2,77346,353,0,597,6.625,0.06625,157120,154957.99
450,Not Verified,,Feb 30 Day,A,On-Time,68214,Current,Commercial real estate,Business Banking,64793751,10/7/2019 12:00:00 AM,TX,A2,79907,360,0,528,10.82,0.1082,50000,
450,Not Verified,,Feb 30 Day,A,On-Time,70171,Current,Commercial real estate,Business Banking,60334118,7/25/2017 12:00:00 AM,TX,A2,77494,360,0,646,7.24,0.0724,230721.51,222508.61
450,Not Verified,,Feb 30 Day,A,On-Time,13254,Current,Commercial real estate,Business Banking,64557380,7/14/2019 12:00:00 AM,TX,A2,77356,360,0,690,9.875,0.09875,37500,34736.29
450,Not Verified,,Feb 30 Day,A,On-Time,31234,Current,Commercial real estate,Business Banking,53855499,8/4/2018 12:00:00 AM,UT,A2,84123,360,0,720,8.25,0.0825,25100,24747.71
450,Not Verified,,Feb 30 Day,A,On-Time,34509,Current,Commercial real estate,Business Banking,61300925,2/13/2018 12:00:00 AM,UT,A2,84095,360,0,740,8.25,0.0825,186500,184017.48
450,Not Verified,,Feb 30 Day,A,On-Time,70457,Current,Commercial real estate,Business Banking,59921927,5/22/2017 12:00:00 AM,VA,A2,23803,180,0,569,8.5,0.085,68000,66655.99
450,Not Verified,,Feb 30 Day,A,On-Time,29624,Current,Commercial real estate,Business Banking,64567255,7/17/2019 12:00:00 AM,VA,A2,22408,180,0,645,9.75,0.0975,80920,80103.69
450,Not Verified,,Feb 30 Day,A,On-Time,24320,Current,Commercial real estate,Business Banking,53865919,8/6/2018 12:00:00 AM,VA,A2,22201,300,0,719,8.625,0.08625,79000,78796.98
450,Not Verified,,Feb 30 Day,A,On-Time,9,Current,Commercial real estate,Business Banking,60618151,8/14/2017 12:00:00 AM,VA,A2,24018,360,0,534,7.75,0.0775,144500,137059.97
450,Not Verified,,Feb 30 Day,A,On-Time,11672,Current,Commercial real estate,Business Banking,53856407,8/5/2018 12:00:00 AM,VA,A2,20155,360,0,678,11.75,0.1175,65400,64917.14
450,Not Verified,,Feb 30 Day,A,On-Time,23778,Current,Commercial real estate,Business Banking,64567133,7/16/2019 12:00:00 AM,VA,A2,22039,360,0,776,7.25,0.0725,63500,59744.92
450,Not Verified,,Feb 30 Day,A,On-Time,68860,Current,Commercial real estate,Business Banking,58014272,2/23/2016 12:00:00 AM,VA,A2,23701,467,0,523,9.2,0.092,128000,127415.46
450,Not Verified,,Feb 30 Day,A,On-Time,27644,Current,Commercial real estate,Business Banking,61360898,2/15/2018 12:00:00 AM,WA,A2,99224,180,0,707,9.15,0.0915,180000,177468.39
450,Not Verified,,Feb 30 Day,A,On-Time,24831,Current,Commercial real estate,Business Banking,61350964,2/14/2018 12:00:00 AM,WA,A2,99206,180,0,762,7.875,0.07875,21500,20438.2
450,Not Verified,,Feb 30 Day,A,On-Time,69352,Current,Commercial real estate,Business Banking,58014895,2/24/2016 12:00:00 AM,WA,A2,98391,347,0,526,7.7,0.077,220000,216463.17
450,Not Verified,,Feb 30 Day,A,On-Time,70624,Current,Commercial real estate,Business Banking,59942087,5/23/2017 12:00:00 AM,WA,A2,98816,360,0,546,10.5,0.105,179000,174339.43
450,Not Verified,,Feb 30 Day,A,On-Time,5854,Current,Commercial real estate,Business Banking,54128145,10/22/2018 12:00:00 AM,WA,A2,98038,360,0,681,10,0.1,64220,63472.19
450,Not Verified,,Feb 30 Day,A,On-Time,69451,Current,Commercial real estate,Business Banking,58014983,2/25/2016 12:00:00 AM,WI,A2,53403,305,0,512,12,0.12,45000,43461.05
4,Not Verified,,Feb 30 Day,A,On-Time,69401,Current,Lines of credit,Business Banking,58024003,2/26/2016 12:00:00 AM,AL,A2,36544,304,0,663,11.125,0.11125,69300,66775.81
4,Not Verified,,Feb 30 Day,A,On-Time,69443,Current,Lines of credit,Business Banking,58024200,2/27/2016 12:00:00 AM,AL,A2,35405,305,0,509,12.75,0.1275,80500,78069.13
4,Not Verified,,Feb 30 Day,A,On-Time,28387,Current,Lines of credit,Business Banking,61426413,2/16/2018 12:00:00 AM,AZ,A2,85224,360,0,652,13.375,0.13375,67000,66966.03
4,Not Verified,,Feb 30 Day,A,On-Time,19783,Current,Lines of credit,Business Banking,61445335,2/17/2018 12:00:00 AM,AZ,A2,85629,360,0,730,10.625,0.10625,54800,54512.94
4,Not Verified,,Feb 30 Day,A,On-Time,70764,Current,Lines of credit,Business Banking,55427560,4/11/2019 12:00:00 AM,AZ,A2,85225,480,0,582,8.875,0.08875,186300,185828.43
4,Not Verified,,Feb 30 Day,A,On-Time,69094,Current,Lines of credit,Business Banking,59664480,2/5/2017 12:00:00 AM,CA,A2,90293,124,0,600,7.15,0.0715,85000,64111.07
4,Not Verified,,Feb 30 Day,A,On-Time,16,Current,Lines of credit,Business Banking,60637608,8/17/2017 12:00:00 AM,CA,A2,95823,180,0,588,10.75,0.1075,16500,15031.21
4,Not Verified,,Feb 30 Day,A,On-Time,25751,Current,Lines of credit,Business Banking,61445994,2/18/2018 12:00:00 AM,CA,A2,92555,180,0,633,12.625,0.12625,77000,76546.28
4,Not Verified,,Feb 30 Day,A,On-Time,7494,Current,Lines of credit,Business Banking,53877352,8/10/2018 12:00:00 AM,CA,A2,92694,180,0,670,11.975,0.11975,55500,53703.08
4,Not Verified,,Feb 30 Day,A,On-Time,12457,Current,Lines of credit,Business Banking,53866503,8/7/2018 12:00:00 AM,CA,A2,91405,180,0,679,9.875,0.09875,64000,63160.97
4,Not Verified,,Feb 30 Day,A,On-Time,7920,Current,Lines of credit,Business Banking,61484998,3/3/2018 12:00:00 AM,CA,A2,95451,180,0,708,11.25,0.1125,150000,148452.3
4,Not Verified,,Feb 30 Day,A,On-Time,27549,Current,Lines of credit,Business Banking,53876164,8/8/2018 12:00:00 AM,CA,A2,91977,180,0,719,9.74,0.0974,77000,76136.54
4,Not Verified,,Feb 30 Day,A,On-Time,29517,Current,Lines of credit,Business Banking,61465067,2/21/2018 12:00:00 AM,CA,A2,90232,180,0,745,8,0.08,118500,116804.75
4,Not Verified,,Feb 30 Day,A,On-Time,68804,Current,Lines of credit,Business Banking,58054778,3/4/2016 12:00:00 AM,CA,A2,90731,222,0,738,6.125,0.06125,320000,300938.71
4,Not Verified,,Feb 30 Day,A,On-Time,4682,Current,Lines of credit,Business Banking,61467396,2/26/2018 12:00:00 AM,CA,A2,93551,240,0,750,7.25,0.0725,81800,77525.55
4,Not Verified,,Feb 30 Day,A,On-Time,69258,Current,Lines of credit,Business Banking,58055602,3/5/2016 12:00:00 AM,CA,A2,91786,305,0,650,6.99,0.0699,125000,116071.83
4,Not Verified,,Feb 30 Day,A,On-Time,69397,Current,Lines of credit,Business Banking,58064022,3/7/2016 12:00:00 AM,CA,A2,95319,328,0,526,11.125,0.11125,50000,48420.06
4,Not Verified,,Feb 30 Day,A,On-Time,68766,Current,Lines of credit,Business Banking,64825089,1/8/2016 12:00:00 AM,CA,A2,92504,345,0,673,6.375,0.06375,176000,172023.06
4,Not Verified,,Feb 30 Day,A,On-Time,69343,Current,Lines of credit,Business Banking,58034111,3/1/2016 12:00:00 AM,CA,A2,95524,346,0,665,7.425,0.07425,385000,378084.42
4,Not Verified,,Feb 30 Day,A,On-Time,69856,Current,Lines of credit,Business Banking,58063939,3/6/2016 12:00:00 AM,CA,A2,93535,355,0,621,6.5,0.065,119750,118295.98
4,Not Verified,,Feb 30 Day,A,On-Time,67988,Current,Lines of credit,Business Banking,55115937,1/30/2019 12:00:00 AM,CA,A2,95961,360,0,631,7.875,0.07875,380000,
4,Not Verified,,Feb 30 Day,A,On-Time,120,Current,Lines of credit,Business Banking,60637101,8/16/2017 12:00:00 AM,CA,A2,94524,360,0,643,9.99,0.0999,85000,83526.73
4,Not Verified,,Feb 30 Day,A,On-Time,14501,Current,Lines of credit,Business Banking,61486878,3/4/2018 12:00:00 AM,CA,A2,95695,360,0,673,11.75,0.1175,193000,191675.07
4,Not Verified,,Feb 30 Day,A,On-Time,12740,Current,Lines of credit,Business Banking,61475565,3/1/2018 12:00:00 AM,CA,A2,94591,360,0,680,9.625,0.09625,218000,215248.08
4,Not Verified,,Feb 30 Day,A,On-Time,36636,Current,Lines of credit,Business Banking,61465566,2/22/2018 12:00:00 AM,CA,A2,91764,360,0,689,10,0.1,35000,34844.11
4,Not Verified,,Feb 30 Day,A,On-Time,14806,Current,Lines of credit,Business Banking,53876806,8/9/2018 12:00:00 AM,CA,A2,92019,360,0,689,11.875,0.11875,63000,62526.28
4,Not Verified,,Feb 30 Day,A,On-Time,4878,Current,Lines of credit,Business Banking,63435657,5/17/2019 12:00:00 AM,CA,A2,92025,360,0,701,10.625,0.10625,57000,56319.84
4,Not Verified,,Feb 30 Day,A,On-Time,2576,Current,Lines of credit,Business Banking,63435150,5/15/2019 12:00:00 AM,CA,A2,91352,360,0,706,10.625,0.10625,88600,87602.7
4,Not Verified,,Feb 30 Day,A,On-Time,36511,Current,Lines of credit,Business Banking,61475221,2/28/2018 12:00:00 AM,CA,A2,94590,360,0,708,8,0.08,72500,72498.66
4,Not Verified,,Feb 30 Day,A,On-Time,41316,Current,Lines of credit,Business Banking,61467408,2/27/2018 12:00:00 AM,CA,A2,94514,360,0,714,8.25,0.0825,70000,69114.74
4,Not Verified,,Feb 30 Day,A,On-Time,34144,Current,Lines of credit,Business Banking,61465978,2/25/2018 12:00:00 AM,CA,A2,93221,360,0,721,8.5,0.085,25500,25115.68
4,Not Verified,,Feb 30 Day,A,On-Time,11103,Current,Lines of credit,Business Banking,64577618,7/18/2019 12:00:00 AM,CA,A2,92313,360,0,723,7.75,0.0775,72459,72394.83
4,Not Verified,,Feb 30 Day,A,On-Time,22351,Current,Lines of credit,Business Banking,54716154,12/25/2018 12:00:00 AM,CA,A2,90807,360,0,734,9.25,0.0925,117799,116358.21
4,Not Verified,,Feb 30 Day,A,On-Time,18782,Current,Lines of credit,Business Banking,61465654,2/23/2018 12:00:00 AM,CA,A2,92509,360,0,748,7.625,0.07625,94000,92398.92
4,Not Verified,,Feb 30 Day,A,On-Time,23268,Current,Lines of credit,Business Banking,61446731,2/19/2018 12:00:00 AM,CA,A2,95765,360,0,764,4.38,0.0438,116250,115842.18
4,Not Verified,,Feb 30 Day,A,On-Time,69632,Current,Lines of credit,Business Banking,58024437,2/28/2016 12:00:00 AM,CA,A2,92028,466,0,578,9.85,0.0985,391000,389446.67
4,Not Verified,,Feb 30 Day,A,On-Time,68835,Current,Lines of credit,Business Banking,58036166,3/3/2016 12:00:00 AM,CA,A2,94066,469,0,524,9.9,0.099,558000,556137.24
4,Not Verified,,Feb 30 Day,A,On-Time,68949,Current,Lines of credit,Business Banking,64825381,1/9/2016 12:00:00 AM,CA,A2,93610,470,0,775,8.49,0.0849,50000,49762.45
4,Not Verified,,Feb 30 Day,A,On-Time,70856,Current,Lines of credit,Business Banking,55436869,4/12/2019 12:00:00 AM,CA,A2,92071,480,0,549,7.49,0.0749,352000,351408.95
4,Not Verified,,Feb 30 Day,A,On-Time,68127,Current,Lines of credit,Business Banking,55126015,1/31/2019 12:00:00 AM,CA,A2,92683,480,0,600,8.29,0.0829,455000,
4,Not Verified,,Feb 30 Day,A,On-Time,45,Current,Lines of credit,Business Banking,60636923,8/15/2017 12:00:00 AM,CA,A2,90010,480,0,623,9.25,0.0925,364000,361245.79
4,Not Verified,,Feb 30 Day,A,On-Time,68955,Current,Lines of credit,Business Banking,58035661,3/2/2016 12:00:00 AM,CA,A2,95691,591,0,561,8.74,0.0874,471750,470943.49
4,Not Verified,,Feb 30 Day,A,On-Time,69226,Current,Lines of credit,Business Banking,58064125,3/8/2016 12:00:00 AM,CO,A2,81631,304,0,639,6.75,0.0675,229100,213955.03
4,Not Verified,,Feb 30 Day,A,On-Time,28778,Current,Lines of credit,Business Banking,54137949,10/24/2018 12:00:00 AM,CO,A2,80016,360,0,707,9.375,0.09375,33000,32999.75
4,Not Verified,,Feb 30 Day,A,On-Time,42029,Current,Lines of credit,Business Banking,64577822,7/19/2019 12:00:00 AM,CO,A2,80013,360,0,713,9.625,0.09625,45000,44608.95
4,Not Verified,,Feb 30 Day,A,On-Time,41657,Current,Lines of credit,Business Banking,63435979,5/18/2019 12:00:00 AM,CO,A2,80211,360,0,759,6.5,0.065,42000,41325.78
4,Not Verified,,Feb 30 Day,A,On-Time,70292,Current,Lines of credit,Business Banking,59951854,5/25/2017 12:00:00 AM,CO,A2,80223,600,0,695,7.45,0.0745,156000,155877.43
4,Not Verified,,Feb 30 Day,A,On-Time,24055,Current,Lines of credit,Business Banking,61487213,3/5/2018 12:00:00 AM,CT,A2,64500,240,0,691,8.875,0.08875,44000,42249.24
4,Not Verified,,Feb 30 Day,A,On-Time,68816,Current,Lines of credit,Business Banking,58075890,3/10/2016 12:00:00 AM,CT,A2,64150,353,0,541,11.5,0.115,142350,141619.9
4,Not Verified,,Feb 30 Day,A,On-Time,34621,Current,Lines of credit,Business Banking,61487468,3/7/2018 12:00:00 AM,CT,A2,64840,360,0,758,8.5,0.085,39000,38521.21
4,Not Verified,,Feb 30 Day,A,On-Time,69629,Current,Lines of credit,Business Banking,58065289,3/9/2016 12:00:00 AM,CT,A2,69070,461,0,533,8.65,0.0865,236000,234339.69
4,Not Verified,,Feb 30 Day,A,On-Time,68981,Current,Lines of credit,Business Banking,58076475,3/11/2016 12:00:00 AM,DE,A2,19938,471,0,504,8.83,0.0883,450000,448176.31
4,Not Verified,,Feb 30 Day,A,On-Time,8996,Current,Lines of credit,Business Banking,61496876,3/10/2018 12:00:00 AM,FL,A2,32905,180,0,674,14.125,0.14125,37300,35673.59
4,Not Verified,,Feb 30 Day,A,On-Time,28011,Current,Lines of credit,Business Banking,53885057,8/12/2018 12:00:00 AM,FL,A2,34231,300,0,730,8.9,0.089,11980,11850
4,Not Verified,,Feb 30 Day,A,On-Time,68987,Current,Lines of credit,Business Banking,59701313,3/5/2017 12:00:00 AM,FL,A2,33314,338,0,627,8.25,0.0825,218500,217655.39
4,Not Verified,,Feb 30 Day,A,On-Time,68760,Current,Lines of credit,Business Banking,58085702,3/13/2016 12:00:00 AM,FL,A2,33876,344,0,642,8.95,0.0895,262000,258214.81
4,Not Verified,,Feb 30 Day,A,On-Time,68753,Current,Lines of credit,Business Banking,59643011,1/21/2017 12:00:00 AM,FL,A2,33065,353,0,469,12,0.12,133250,132636.2
